Name,playerid,birth_date,PA_21,OBP_21,PA_20,OBP_20,PA_19,OBP_19,PA_18,OBP_18,PA_17,OBP_17,PA_16,OBP_16
Chance Sisco,15694,2/24/95,83,0.24100000000000002,121,0.364,198,0.33299999999999996,184,0.28800000000000003,22,0.455,,
Garrett Stubbs,18067,5/26/93,38,0.222,10,0.111,39,0.282,,,,,,
JaCoby Jones,14818,5/10/92,105,0.21,108,0.33299999999999996,333,0.31,467,0.266,154,0.24,28,0.214
Dustin Fowler,17098,12/29/94,46,0.239,,,,,203,0.256,0,0,,
Gilberto Celestino,20233,2/13/99,62,0.177,,,,,,,,,,
Matt Adams,9393,8/31/88,40,0.25,51,0.21600000000000003,333,0.276,337,0.309,367,0.319,327,0.309
Evan White,20078,4/26/96,104,0.20199999999999999,202,0.252,,,,,,,,
Jared Oliva,19968,11/27/95,43,0.233,16,0.188,,,,,,,,
Andrew Knapp,14942,11/9/91,159,0.215,89,0.40399999999999997,160,0.318,215,0.294,204,0.368,,
Kevan Smith,12284,6/28/88,106,0.248,38,0.37799999999999995,211,0.318,187,0.348,294,0.309,16,0.125
Robel Garcia,13167,3/28/93,117,0.21600000000000003,,,80,0.275,,,,,,
Jose Godoy,15808,10/13/94,40,0.225,,,,,,,,,,
Ildemaro Vargas,13324,7/16/91,83,0.217,54,0.222,211,0.299,20,0.25,13,0.308,,
Stevie Wilkerson,16041,1/11/92,76,0.21100000000000002,,,361,0.28600000000000003,49,0.22399999999999998,,,,
Kean Wong,15994,4/17/95,66,0.19399999999999998,,,18,0.16699999999999998,,,,,,
Jahmai Jones,18872,8/4/97,72,0.20800000000000002,7,0.429,,,,,,,,
Kevin Smith,20242,7/4/96,36,0.19399999999999998,,,,,,,,,,
Edwin Rios,18316,4/21/94,60,0.217,83,0.301,56,0.39299999999999996,,,,,,
Jake Hager,12198,3/4/93,30,0.233,,,,,,,,,,
Nick Heath,19577,11/27/93,39,0.231,18,0.313,,,,,,,,
Domingo Leyba,16404,9/11/95,96,0.198,,,30,0.36700000000000005,,,,,,
Todd Frazier,785,2/12/86,40,0.2,172,0.302,499,0.32899999999999996,472,0.303,576,0.344,666,0.302
Scott Schebler,12225,10/6/90,34,0.147,1,0,95,0.253,430,0.337,531,0.307,282,0.33
Vimael Machin,17684,9/25/93,37,0.2,71,0.29600000000000004,,,,,,,,
Cristian Pache,19948,11/19/98,68,0.152,4,0.25,,,,,,,,
Mickey Moniak,19956,5/13/98,37,0.16699999999999998,18,0.389,,,,,,,,
Albert Almora Jr.,14109,4/16/94,54,0.14800000000000002,34,0.265,363,0.271,479,0.32299999999999995,323,0.33799999999999997,117,0.308
Luis Campusano,22217,9/29/98,38,0.184,4,0.5,,,,,,,,
Greg Deichmann,19872,5/31/95,31,0.161,,,,,,,,,,
Cameron Maybin,5223,4/4/87,33,0.182,101,0.307,269,0.364,384,0.326,450,0.318,391,0.38299999999999995
Curtis Terry,18881,10/6/96,48,0.146,,,,,,,,,,
Skye Bolt,17723,1/15/94,60,0.10300000000000001,,,11,0.182,,,,,,
Drew Butera,3411,8/9/83,36,0.091,43,0.19,49,0.22899999999999998,182,0.264,177,0.284,133,0.32799999999999996
